Sales Month,Primary Platform (Original),Secondary Platform,Store Name,Brand Name,Product Code,Sales Amount,Sales Quantity,Primary Platform
2021-04,抖音,抖音店铺,汾酒旗舰店,汾酒,3471567076488007365,40336.0,2142,Douyin
2021-04,抖音,抖音店铺,中酿品致酒类专营店,白水杜康,3458750150829339822,416790.0,2105,Douyin
2021-04,抖音,抖音店铺,老胡烧 传承古法 纯粮酿造酒类旗舰店,其他,3473741424921581020,28128.0,2105,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,汾酒,3475440870793320633,41730.0,2097,Douyin
2021-04,抖音,抖音店铺,尔林酒水专营店,泸州老窖,3475495382568536563,413920.0,2080,Douyin
2021-04,抖音,抖音店铺,酒集网酒类专营店,白水杜康,3477082731513514368,267933.0,2077,Douyin
2021-04,抖音,抖音店铺,大地魂酒旗舰店,其他,3436316966829296033,20641.0,2074,Douyin
2021-04,抖音,抖音店铺,海通酒业酒类专营店,酒鬼,3445397262140842003,59885.0,2065,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,其他,3449619614793870435,732110.0,2045,Douyin
2021-04,抖音,抖音店铺,古井贡酒官方旗舰店,古井贡,3434995534333642002,210879.0,2041,Douyin
2021-04,抖音,抖音店铺,金泰华食品饮料专营店,其他,3477917364111177613,401742.0,2029,Douyin
2021-04,抖音,抖音店铺,国井酒类旗舰店,其他,3437606124986219751,20849.0,2007,Douyin
2021-04,抖音,抖音店铺,倾盖如故酒类专营店,泸州老窖,3476958252623887444,19941.0,1994,Douyin
2021-04,抖音,抖音店铺,玖到家酒类专营店,金六福,3467159316816124437,526352.0,1964,Douyin
2021-04,抖音,抖音店铺,媒江湖酒类专营店,浏阳河酒,3469912044965347553,135447.0,1963,Douyin
2021-04,抖音,抖音店铺,金裕皖,金裕皖,3475042280707083219,70230.0,1958,Douyin
2021-04,抖音,抖音店铺,珑昶酒业专营店,汾杏,3473181054272192055,134550.0,1950,Douyin
2021-04,抖音,抖音店铺,粮友酒类专营店,其他,3472716048866891108,171248.0,1946,Douyin
2021-04,抖音,抖音店铺,粒酿酒铺专营店,汾杏,3467318421631444401,20628.0,1941,Douyin
2021-04,抖音,抖音店铺,百事佳酒类专营店,金六福,3446885711201045235,394821.0,1932,Douyin
2021-04,抖音,抖音店铺,西凤官方旗舰店,西凤,3435003295364716545,615738.0,1931,Douyin
2021-04,抖音,抖音店铺,合肥卡洛斯酒类专营店,永丰,3474682665033166691,133282.0,1925,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,茅台,3476027559114835043,190377.0,1923,Douyin
2021-04,抖音,抖音店铺,宜信鲜汇专营店,郎酒,3458768537575947662,891878.0,1912,Douyin
2021-04,抖音,抖音店铺,国井酒类旗舰店,扳倒井,3477517826884034813,188496.0,1904,Douyin
2021-04,抖音,抖音店铺,金樽吟酒类旗舰店,其他,3471705095169790556,753414.0,1893,Douyin
2021-04,抖音,抖音店铺,燕晗山旗舰店,其他,3460275227303494776,346131.0,1889,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,其他,3475650138788212698,448868.0,1886,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,汾酒,3461555668580968796,18642.0,1883,Douyin
2021-04,抖音,抖音店铺,名盛泉酒类专营店,其他,3474673838875382450,18625.0,1883,Douyin
2021-04,抖音,抖音店铺,国井官方旗舰店,扳倒井,3477521902891876817,242133.0,1877,Douyin
2021-04,抖音,抖音店铺,加喜酒类专营店,其他,3473042569552898028,428886.0,1874,Douyin
2021-04,抖音,抖音店铺,星品供应链专营店,杜康,3453572718203688476,185526.0,1874,Douyin
2021-04,抖音,抖音店铺,酿父旗舰店,其他,3468919639260692627,185328.0,1872,Douyin
2021-04,抖音,抖音店铺,滴藏酒专卖店,其他,3474862110780058644,55554.0,1858,Douyin
2021-04,抖音,抖音店铺,泸州定义未来酒类专营店,泸州老窖,3467811163901943769,18029.0,1854,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,汾阳王,3425000006858445034,164807.0,1845,Douyin
